CC NO.,SUBJECT,DATE,PDF_NAME,TYPE
80,"Stoppage of 12755/56 Kakinada-Bhavnagar Express at Dhola, 20955/56 Surat-Mahuva Express at Limbdi, 20823/20824 Puri- Ajmer Express at Unjha, 12489/12490 Bikaner-Dadar Express at Dhanera, 11091/11092 Bhuj-Pune Express at Halvad, 19567/19568 Tuticorin-Okha Express at Surendranagar, 20913/20914 Rajkot-Delhi Express at Than and 20947/20948 hmedabad-Ekta Nagar Express at Anand",20.06.2022,CC%2080.pdf,ST
79,"Diversion of 20481/82 Bhagat Ki Kothi-Tiruchchirappalli Humsafar Express and 20471/72 Bikaner-Puri Express via Gurla-Sogaria, avoiding Kota",17.06.2022,CC%2079.pdf,DI
78,Operation of 17323/24 Hubballi-Varanasi Express with 24 Coaches/22 LHB Coaches by changing the terminal to Banaras,17.06.2022,CC%2078.pdf,OP
77,Shifting of terminal from Varanasi to Benaras and from Varanasi to Gazipur city and extension of 05169/70 Ballia-Varanasi City MEMU upto Prayagraj Rambag,17.06.2022,CC%2077.pdf,SH
76,Passenger trains between Radhanpur and Palanpur and Bhavnagar and Lunidhar,17.06.2022,CC%2076.pdf,PA
75,Diversion of 12225/26 Azamgarh-Delhi Kaifiyaat Express via Aishbagh (avoiding Lucknow Jn) and stoppage at Badshahnagar in lieu of Lucknow Jn.,17.06.2022,CC%2075.pdf,DI
74,Stoppage of 16343/16344 Thiruvananthapuram -Madurai Amritha Express at Oddanchatram station,14.06.2022,CC%2074.pdf,ST
73,Stoppage of 12371/72 Bikaner-Howrah Express (weekly) at Sasaram,14.06.2022,CC%2073.pdf,ST
72,Passenger services between Botad and Gandhigram.,14.06.2022,CC%2072.pdf,PA
71,"Introduction of train between Tumkur and Arsikere, Banaswadi and Tumkur and Yesvantpur-Shri Satya Sai Prasanthi Nilayam",14.06.2022,CC%2071.pdf,IN
70,Standardization of rakes of train running with LHB stock.,03.06.2022,CC%2070-1.pdf,ST
69,Stoppage of 20401/02 Varanasi-Lucknow Express at Sri Krishna Nagar,11.06.2022,CC%2069.pdf,ST
68,Stoppage of 12367/68 Bhagalpur-Anand Vihar(T) Vikramshailla Express  and 12355/12356 Patna-Jammu Tawi Archana Express at Ara station.,07.06.2022,CC%2068.pdf,ST
67,Stoppage of 18621/22 Patna-Hatila Patiliputra Express at Barhaiya,03.06.2022,CC%2067.pdf,ST
66,Stoppage of 18639/40 Ara-Ranchi Express(weekly) at Anugrah Narayan Road and 13349/50 Singrauli-Patna Expess(Daily) at Guraru,03.06.2022,CC%2066.pdf,ST
65,Diversion of 16723/16724 Chennai Egmore-Kollam Ananthapuri Express via Nagercoil Byepass and providing stoppage at Nagercoil Town in lieu of Nagercoil Jn,03.06.2022,CC%2065.pdf,DI
64,Stoppage of 18635/36 Ranchi-Sasaram Express (6 days a week) at Muhammadganj,03.06.2022,CC%2064.pdf,ST
63,Stoppages of 12879/80 Lokmanya Tilak (T)-Bhubaneswar Express and 18029/30 Lokmanya Tilak(T) Express-Shalimar Express at Belpahar,27.05.2022,CC%2063.pdf,ST
62,Extension of 13421/13422 Nabadwip Dham-Malda Town Express(Daily) upto Balurghat,27.05.2022,CC%2062.pdf,EX
61,"Stoppage of 18447/48 Bhubaneswar-Jagdalpur Express, 18005/06 Howrah-Jagdalpur Express and 18107/08 Rourkela-Jagdalpur Express at Lakshmipur, 18513/14 Kirandul-Visakhapatnam Express at Bacheli",31.05.2022,CC%2061.pdf,ST
60,"Stoppage of12655/56 Ahmedabad-Chennai Express & 12721/22 Hyderabad-Nizamuddin Express at Hinganghat; 12655/56 Ahmedabad-Chennai Express and 12809/10 Howrah-CSMT Express at Pulgaon; Pulgaon, Wardha, 12721/22 Hyderabad-Nizamuddin Express and 12139/40 CSMT-Nagpur Express at Sindi, 12833/34 Ahmedabad-Howrah Expreess and 12139/40 CSMT-Nagpur Express at Chundur, 11040 Gondia-Kolhapur Express at Tuljapur.",25.05.2022,CC60.pdf,ST
59,"stoppages of 12809/10 Howrah-Mumbai Mail, 12833/34 Ahmedabad- Howrah Express and 20813/14 Puri-Jodhpur Express at Brajrajnagar.",23.05.2022,CC59.pdf,ST
58,"stoppage of 13233/13234 Rajgir-Danapur Express at Pawapuri ,14223/14224 Rajgir-Varanasi Budhpurnima Express at Nalanda", 23.05.2022,CC58.pdf,ST
57,Introduction of new service 07551/52 Telta and Radhikapur,24.05.2022,CC57.pdf,IN
56,Extension of 12403/04 Prayagraj-Jaipur Express  to Bikaner (4 days via Sikar-Churu-Ratangarh) & (3 days via Sikar-Jhunjunu-Loharu-Churu-Ratangarh)., 24.05.2022,CC56.pdf,EX
55,Stoppage of 14711/14712 Sriganganagar-Haridwar Express (Daily) and 14736 Ambala-Sriganganar Express (Daily) at Bhuchchu, 23.05.2022,CC55.pdf,ST
54,Introduction of 13132/33 New Jalpaiguri – Dhaka Cantt. Mitali Express,21.05.2022,CC54.pdf,IN
53,12421/22 H.S. Nanded-Amritsar Express at Narwana and 19225/26 Jammu Tawi-Jodhpur Express at Mandi Dabwali,21.05.2022,CC53.pdf,12
52,Stoppage of 15515/16 Raxaul-Danapur Express at Runni Saidpur station,19.05.2022,CC52.pdf,ST
51,Increase in frequency of 14021/14022 Delhi Sarai Rohilla-Jaipur Sainik Express from tri-weekly to daily.,09.05.2022,CC51.pdf,IN
50,"Stoppage of 18517/18 Vishakapatnam-Korba Express (Daily), 12843/44 Puri-Ahmadabad Express (4 days a week)  & 18005/06  Howrah-Jagdalpur Express (daily) at Norla Road  and for train numbers 18517/18 Vishakapatnam-Korba Express (Daily) & 18005/06 Howrah-Jagdalpur Express (daily) at Rupra Road  for a period of six months.",09.05.2022,CC50.pdf,ST
49,Merger of 04734 Sri Ganganagar-Rewari Passenger with 54416 Rewari-Delhi Passenger and in the return direction merger of 04436 Meerut-Rewari Passenger with 04733 Rewari-Sri Ganganagar Passenger and operation of the merged services as Express services.,06.05.2022,CC49.pdf,ME
48,Stoppage of 18477/78 Puri-Yognagri Rishikesh Utkal Express at Belpahar,05.05.2022,CC48.pdf,ST
47,Running of 03 pairs of new DEMU services between Laheriasarai and Saharsa via Jhanjharpur-Saraigarh(newly gauge converted section).,06.05.2022,CC47.pdf,RU
46,Stoppage of 18477/78 Puri-Yognagri Rishikesh Utkal Express at Brajrajnagar and 22865/66 Puri-Lokmanya Tilak (T) Express at Brajrajnagar.,05.05.2022,CC46.pdf,ST
45,Diversion of 12715/16 Sachkhand Express via Sirhind instead of via Chandigarh.,29.04.2022,CC45.pdf,DI
44,"Stoppage of 22421/22 Delhi Sarai Rohilla-Jodhpur Express (daily)  at Parhihara, 22481/82  Jodhpur-Delhi Sarai Rohilla Express (daily)  at Talchhapar and  14727/28  Sri Ganganagar-Tilak Bridge Express (daily)  at Sidmukh, 14727/28  Sri Ganganagar-Tilak Bridge Express (daily) at  Anupshahr and 14727/28  Sri Ganganagar-Tilak Bridge Express (daily) at Rajaldesar for a period of six months.",28.04.2022,CC44.pdf,ST
43,"Conversion of operational stoppage of 22975/76 Bandra(T)-Ramnagar Express (weekly), at Bareilly City into commercial stoppage. ",28.04.2022,CC43.pdf,CO
42,Naming of Barmer-Delhi Express as Malani Express,26.04.2022,CC42.pdf,NA
41,Extension of Madurai-Andipatti train uptoTeni,19.04.2022,CC41.pdf,EX
40,Stoppage of 12367/12368 Bhagalpur-Anand Vihar (T) Vikramshila Express at Buxar station,13.04.2022,CC40.pdf,ST
39,"Stoppage of 12801/02 Puri-New Delhi Express at Chandrapura, Parasnath and Hazaribagh Road, 12307/08 Howrah-Jodhpur Express and 22307/22308 Howrah-Bikaner Express at Parasnath and 13352 Alappuzha-Dhanbad Express at Katrasgarh",08.04.2022,39.pdf,ST
38,Stoppage of 14727/28 Sri Ganganagar-Tilak Bridge Express at Khinaniyan and Tulwara Jhil,06.04.2022,38.pdf,ST
37,Stoppage of 12963/64 Hazrat Nizamuddin-Udaipur City Express at Mandalgarh,05.04.2022,37.pdf,ST
36,"Stoppage of 13351/52 Dhanbad-Alappuzha Express, 18451/52 Puri-Hatia Express and 12871/72 Howrah-Titlagarh Express at Rengali",03.04.2022,36.pdf,ST
35,Extension of 13045/46 Howrah-Dumka Express upto Deoghar,01.04.2022,35.pdf,EX
34,Introduction of Sultanganj-Deoghar DEMU Train via Banka,01.04.2022,34.pdf,IN
33,Stoppage of 18477/78 Puri-Yog Nagari Rishikesh Express at Bamra,31.03.2022,33.pdf,ST
32,Extension of 18619/20 Ranchi – Dumka Express upto Godda,31.03.2022,32.pdf,EX
31,Introduction of 14807/08 Barmer – Khatipura Express,28.03.2022,31.pdf,IN
30,Stoppage of 12307/08 Howrah-Jodhpur  Express and 22307/08 Howrah-Bikaner Express at Koderma,28.03.2022,30.pdf,ST
29,"Diversion of 20503/04 Dibrugarh - New Delhi Express, 20505/06 Dibrugarh - New Delhi Express, 13257/58Danapur - Anand Vihar(T)Express and 12357/58 Kolkata – Amritsar Express via Pratapgarh",23.03.2022,29.pdf,DI
28,Introduction of 20488/87 Delhi – Barmer Express,23.03.2022,28.pdf,IN
27,Speeding up of 12957/58 Ahmedabad - New Delhi Express by 45 min/45 Min and 12915/16 Ahmedabad – Delhi Express by 45 min/20 min,23.03.2022,27.pdf,SP
26,Stoppage of 14005 Sitamarhi-Anand Vihar(T) Express at Tundla,15.03.2022,26.pdf,ST
25,Stoppage of 11071/72 Lokmanya Tilak (T)-Varanasi Express at Nepanagar and 15017/18 Lokmanya Tilak (T)-Gorakhpur Express at Nepanagar,15.03.2022,25.pdf,ST
24,Stoppage of 19217/18 Bandra (T)-Veraval Express at Keshod,15.03.2022,24.pdf,ST
23,Extension of 05507/08 Saraigarh – Raghopur DEMU upto Lalitgram,21.03.2022,23.pdf,EX
22,Diversion of 13349/50 Patna  - Singrauli Express from Sigsigi-Garhwa Link Cabin,21.03.2022,22.pdf,DI
21,Stoppage of 15279/80 Saharsa-Anand Vihar Express at Lakhminia,14.03.2022,21.pdf,ST
20,"Stoppage of 20497/98 Ahmedabad-Ekta Nagar Express, 20949/50 Ahmedabad-Ekta Nagar Express, 22927 Bandra (T)-Ahmedabad Express and 22945 Mumbai Central-Okha Express at Nadiad",03.03.2022,20.pdf,ST
19,"Stoppage of 04571 Bhiwani-Dhuri Passenger, 04572 Dhuri-Sirsa Passenger and 04575/76 Ludhiana-Hisar Passenger at Jamalpur Shaikhan",28.02.2022,19.pdf,ST
18,Diversion of 16571/72 Yesvantpur-Bidar Express via Kalaburagi,28.02.2022,18.pdf,DI
17,Stoppage of 11753/54 Itwari-Rewa Express at Ghansore,28.02.2022,17.pdf,ST
16,Stoppage of 22839/40 Rourkela-Bhubaneswar Express at Bagdihi,15.02.2022,16.pdf,ST
15,"Stoppage of 15715/16 Kishanganj-Ajmer Express at Begusarai, 12835/36 Hatia-Yeswantpur Express at Bano, 12923/24 DR. Ambedkar Nagar-Nagpur Express at Narkher, 16093/94  Chennai-Lucknow Express at Katol and 19665/66 Khajuraho-Udaipur Express at Singhpur Dumra",03.03.2022,15.pdf,ST
14,"Stoppage of 19037/38 Bandra (T)-Barauni Express at Ramganjmandi, 19607/08 Kolkata-Madar Express at Bundi, 12181/82 Jabalpur-Ajmer Express at Lakheri, 12465/66 Indore-Jodhpur Express at Dara, 19019/20 Bandra (T)-Haridwar Express at Dara, 19019/20 Bandra (T)-Haridwar Express at Morak, 19019/20 Bandra (T)-Haridwar Express at Keshorai Patan and 19019/20 Bandra (T)-Haridwar Express at Kapren","09.02.2022
 ",14.pdf,ST
13,"Introduction of 20452/51 New Delhi – Sogaria Express
 ","09.02.2022
 ",13.pdf,IN
12,"Introduction of Itwari – Chhindwara Passenger
 ","14.02.2022
 ",12.pdf,IN
11B,Extension of 12871/72 Howrah – Titlagarh Express upto Kantabanji,04.02.2022,11B_2022.pdf,EX
11A,Extension of 12871/72 Howrah – Titlagarh Express upto Kantabanji,03.02.2022,11A_2022.pdf,EX
11,Extension of 12871/72 Howrah – Titlagarh Express upto Kantabanji,03.02.2022,11_2022.pdf,EX
10,Merger of 19717/18 Jaipur-Daultapur Chowk Express and 20911/12 Sabarmati-Ajmer Express,03.04.2022,10.pdf,ME
09,Extension of 08411/12 Bhadrak – Bhubaneswar Passenger upto Balasore,10.01.2022,09_2022.pdf,EX
08,"Stoppage of 22421/22 Delhi Sarai Rohilla-Jodhpur Express at Gotan, 14311/12 Bareilly-Bhuj Express at  Sendra,  22451/52 Bandra (T)-Chandigarh Express at Beawar and 14645/46 Jaisalmer-Jammu Tawi Express at Degana",21.01.2022,08_2022.pdf,ST
07,Change in timing of 12447 Manikpur - Hazrat Nizamuddin Express,19.01.2022,07_2022.pdf,CH
06,Introduction of 12097/98 Agartala – Jiribam Express,08.01.2022,CC-06-180422.pdf,IN
05,Extension of 12107/08 Lokmanya Tilak (T) – Lucknow Express upto Sitapur,04.01.2022,05.pdf,EX
04,"Stoppage of 13163/64 Sealdah-Saharsa Hatey Bazare Express, 13169/70 Sealdah-Saharsa Hatey Bazare Express and 13033/34 Katihar-Howrah Express at Kumepur",04.01.2022,04.pdf,ST
03,Extension of 15817/18 Guwahati - Naharlagun Donyi Polo Express upto  Sukhovi,04.01.2022,03.pdf,EX
02,Introduction of 15077/78 Gomtinagar – Kamakhya Express,04.01.2022,02.pdf,IN
01,Stoppage of 12237/38 Varanasi-Jammu Tawi Begumpura Express at Lambhua,03.01.2022,01.pdf,ST
02.11.2022,,
