CC NO.,SUBJECT,DATE,PDF_NAME,TYPE
74,Stoppage of 22349/50 Patna-Ranchi Vande Bharat Express at Jehanabad,12.02.2024,CC-74%20STOP%20JEHANABAD.pdf,ST
73,Stoppage of 14223/24 Rajgir-Varanasi Budh Purnima Express at Harnaut,12.02.2024,CC-73%20STOP%20HARNAUT.pdf,ST
72,Stoppage of 18617/18 Ranchi-Madhupur Express at Nawadih,12.02.2024,CC-72%20STOP%20NAWADIH.pdf,ST
71,Introduction of Bina-Kota MEMU Service,12.02.2024,CC-71-2024-INTRO-KOTA-BINA%20MEMU.pdf,IN
70,Stoppage of 12913/14 Indore-Nagpur Express at Narkher,12.02.2024,CC-70%20STOP%20NARKHER.pdf,ST
69,Extension of 13287/88 Durg-Rajendra Nagar South Bihar Express upto Ara,09.02.2024,CC-69%20EXTENSION%20ARA-RAJENDRA%20NAGAR.pdf,EX
68,Stoppage of 20683/84 Tambaram-Sengottai Express at Kallidaikurichi,08.02.2024,CC-68%20KALLIDAI.pdf,ST
67,Stoppage of 16345/46 Lokmanya Tilak (T)-Tiruvananthapuram Netravati Express at Nileshwar,06.02.2024,CC-67%20STOP%20NILESWAR.pdf,ST
66,Stoppage of 12311/12 Howrah-Kalka Netaji Express at Anugrah Narayan,06.02.2024,CC-66%20STOP%20ANUGRAH%20NARAYAN%20ROAD.pdf,ST
65,Stoppage of 13233/34 Rajgriha Express at Nalanda,06.02.2024,CC-65-2024-STOP-NALANDA.pdf,ST
64,Stoppage of 18425/26 Puri-Durg Express at Loisingha,06.02.2024,CC-64%20STOP%20LOISINGHA.pdf,ST
63,Stoppage of 13333/34 Patna-Dumka  Express at Mandar Hill,02.02.2024,CC-63%20STOP%20MANDAR%20HILL.pdf,ST
62,Stoppage of 18005/06 Howrah-Jagdalpur Sambaleswari Express at Rengali,02.02.2024,CC-62%20STOP%20RENGALI.pdf,ST
61,Stoppage of 11121/22 Bhusaval -Wardha Express at Talni & 16093/94 MGR Chennai Central-Lucknow Express at Hinganghat,01.02.2024,CC-61%20STOP%20TALANI%20HINGANGHAT.pdf,ST
60,Introduction of train between Raxaul and Jogbani,02.02.2024,CC-60%20INTRO%20RXL-JOGBANI.pdf,IN
59,Introduction of train between Puri and Sonepur,01.02.2024,CC-59%20INTRO%20PURI%20SONEPUR.pdf,IN
58,Stoppage of 12059/60 Kota-H. Nizamuddin Janshatabdi Express at Kapren and 12465/66  Indore-Bhagat Ki Kothi Express at Keshorai Patan,01.02.2024,CC-58%20STOP%20KAPREN%20%26%20KESHORAI%20PATAN.pdf,ST
55,Introduction of MEMU service between Kota and Chaumahala,31.01.2023,CC-55%20KOTA%20CHAUMAHALA.pdf,IN
54,Introduction of train service between Dibrugarh and Deoghar,30.01.2024,CC-54%20INTRO%20DIBRUGARH%20DEOGHAR.pdf,IN
52,Introduction of new train Deoghar-Godda Passenger Special via Mohanpur-Harlatanr-Hansdiha,25.01.2024,CC-52.pdf,IN
51,Introduction of new Train between Raxaul and Narkatiaganj & extension of 14617/18 Banmankhi-Amritsar Express upto Purnea Court,25.01.2024,CC-51.pdf,IN
50,Introduction of a new MEMU Train between Saharsa and Supaul,25.01.2024,CC-50.pdf,IN
49,Introduction of a new MEMU Train between Saharsa and Dauram Madhepura,25.01.2024,CC-49%20INTRO%20SAHARSA%20DURAM%20MADHEPURE.pdf,IN
48,Stoppage of 03275/76 Patna-Gaya MEMU Passenger at Chhotaki Masaudhi & 03269/70 Patna-Gaya MEMU Passenger at Nema Halt,25.01.2024,CC-48%20%20CHHOTAKI%20MASAUDHI%20NEMA%20HALT.pdf,ST
47,Introduction of New Train from Jogbani to Siliguri,25.01.2024,CC-47%20INTRO%20JOGBANI%20SILIGURI%20TWN.pdf,IN
46,Introduction of  Raxaul and Jayanagar Passenger Special & Narkatiaganj-Gawnaha Passenger Special,25.01.2024,CC-46%20ITNRO%20RXL%20JYG%20NKJ%20GAUNAHA.pdf,IN
45,Extension of 11027/28 Satara-Pandharpur Express upto Dadar,25.01.2024,CC-45%20INTRO%20SATARA%20DADAR%20EXP.pdf,EX
44,Stoppage of 11271/72 Itarsi-Bhopal Vindhyachal Express at Sanchi & 14115/16 Dr. Ambedkar Nagar-Prayagraj Express at Ganj Basoda,25.01.2024,CC-44%20STOP%20SANCHI%20GANJ%20BASODA.pdf,ST
43,Extension of 13205/06 Saharsa-Patliputra Janhit express upto Purnea Court,23.01.2024,CC-43%20INTRO%20SHARSA-PURNEA%20COURT.pdf,EX
42A,Stoppage of 22311/12 Godda-Lokmanya Tilak (T) Express at Poreyhat,01.03.2024,42A.pdf,ST
42,Extension of 12335/36 Bhagalpur-Lokmanya Tilak (T) upto Godda,23.01.2024,CC-42%20EXTN%2012335%2036%20UPTO%20GODDA.pdf,EX
40,Extension of 16511/12 KSR Bengaluru-Kozhikode Express,23.01.2024,CC-40%20INTRO%20KSR%20BENGALURU-KOZHIKODE.pdf,EX
39,Stoppage of 14086 Sirsa-Tilak Bridge Express & 04083 Jind-Hisar Express at Ding,22.01.2024,CC-39%20STOP%20DING.pdf,ST
38,Stoppage of 12591/92 Gorakhpur-Yesvantpur Express at Jamikunta & 12705/06 Guntur-Secunderabad Express at Nekonda,22.01.2024,CC-38%20STOP%20%20JAMIKUNTA%20%26%20NEKONDA.pdf,ST
37,Stoppage of 17029/30 Bijapur-Hyderabad Express & 11019/20 CSMT-Bhubaneswar Express at Shahabad,22.01.2024,CC-37%20STOP%20SHAHABAD.pdf,ST
36,Stoppage of 11019/20 CSMT-Bhubaneswar Konark Epress at Karjat & 22157/58 CSMT-Chennai Egmore Express at Lonavala,22.01.2024,CC-36%20KARJAT%20LONAVALA.pdf,ST
35,Stoppage of 13021/22 Howrah-Raxaul Express and 13019/20 Howrah-Kathgodam express at Karpoori Gram,15.01.2024,CC-35%20KARPOORI%20GRAM.pdf,ST
34,Stoppage of 12975/76 Jaipur-Mysuru Express at Ramganj Mandi & 19037/38 Bandra (T)-Barauni Awadh Express at Morak,15.01.2024,CC-34%20MORAK%20RAMGANJ%20MANDI.pdf,ST
33,Stoppage of 09603/04(04703/04) Bhatinda-Jaipur Special at Sri Ramgarh Halt & 09705/06 (04706/05) Sri Ganganagar-Jaipur Special at Diplana,15.01.2024,CC-33%20SRI%20RAMGARH%20HALT%20%26%20DIPLANA.pdf,ST
32,Stoppage of 13175/13176 Sealdah-Silchar Kunchanjungha Express at Bihara,15.01.2024,CC-32%20STOP%20BIHARA.pdf,ST
31,Stoppage of 13349/50 Singrauli-Patna Express at Wyndhamganj,15.01.2024,CC-31.pdf,ST
30,Introduction of 51119/20 Wardha-Kalamb Passenger service,15.01.2024,CC-30.pdf,IN
29,Extension of 01401/02 Ahmednagar-New Ashti DEMU Special upto Amalner (Bhandyache),15.01.2024,CC-29.pdf,EX
28A,Stoppge of Gomatinagar-Godda Express at Mandarhill,22.01.2024,CC-28%20A.pdf,ST
28,Introduction of new train between Gomtinagar and Godda,15.01.2024,CC-28.pdf,IN
27,Stoppage of13257/58 Danapur-Anandvihar (T) Express  at Amethi and Gauriganj & 13669/70 Udaipur-Patliputra Expresss and 19313/14 Indore-Patna Express at Nihalgarh,15.01.2024,CC-27.pdf,ST
26,Stoppage of 20977/78 Ajmer-Delhi Cantt. Vande Bharat Express at Gandhinagar Jaipur,12.01.2024,CC-26.pdf,ST
25,Stoppage of 15613/14 Guwahati-Murkongselek Lachit Express at Balipara,12.01.2024,CC-25.pdf,ST
24,Stoppage of 19217/18 Veraval-Bandra(T) Express at Navagadh,12.01.2024,CC-24.pdf,ST
23,Introduction of 99837/38 Shivajinagar-Lonavala EMU,12.01.2024,CC-23.pdf,IN
22,Extension of 12581/82 New Delhi-Banaras Exp. upto Ballia,12.01.2024,CC-22.pdf,EX
21,Stoppage of 15053/54 Chhapra-Lucknow Express at Karimuddinpur and 15231/32 Barauni-Gondia Express at Yusufpur,12.01.2024,CC-21.pdf,ST
20,Stoppage of 15707/08  Katihar-Amritsar at Ekma and 13019/20 Howrah-Kathgodam Express at Kopa Samhota,12.01.2024,CC-20.pdf,ST
19,Stoppage of 15021/22 Shalimar-Gorakhpur Express and 12537/38 Muzaffarpur-Prayagraj Rambag Express at Belthara Road and 15111/12 Chhapra-Varanasi City Express at Sahatwar,12.01.2024,CC-19-2024-STOP-BELTHARA%20(2).pdf,ST
18,Stoppage of 20801/02 Islampur-New Delhi Magadh Express at Raghunathpur & 15125/26 Banaras-Patna Janshatabdi Express at Dumraon,09.01.2024,CC-18%20RAGHUNATHPUR-DUMRAON.pdf,ST
17,Increase in frequency of 15611/12 Rangiya-Silchar Exppress from 3 days to 6 Days,08.01.2024,CC-17%20%20INF%2015611%2012.pdf,IN
16,Stoppage of 11107/08 Gwalior-Banaras Bundelkhand Express at Bargarh & 15205/06 Lucknow-Jabalpur Chitrakoot Express at Khurhand,08.01.2024,CC-16%20BARGARH-KHURHAND.pdf,ST
15,Introduction of train between Patna and Dumka,08.01.2024,CC-15%20introduction%20of%20new%20train%20between%20patna%20and%20dumka.pdf,IN
14,"Stoppage of 13159/60 Kolkata-Jogbani Express  at Kumedpur, 13149/50 Sealdah-Alipurduar Kanachankaya Express at Bhaluka Road and 15959/60 Howrah-Dibrugarh Kamrup Express at Samsi",08.01.2024,CC-14%20kumedpur%2CBhaluka%20road%20and%20samsi.pdf,ST
13,Stoppage of 12321/22 Howrah-Mumbai CSMT Mail at Parsabad,08.01.2024,CC-13%20Stoppage%20at%20parsabad.pdf,ST
12,Stoppage of 13433/34 SMVT Bengaluru-Malda Town Amrit Bharat Express at Pakur,06.01.2024,CC-12-2023-STOP-DABRA-BASAI.pdf,ST
11,"Stoppage of 13347/48 Barkakana-Patna Palamu Express at Mccluskieganj, 18623/24 Hatia-Islampur Express at Namkom & Tatisilwai",05.01.2024,CC-11-2024-STOP-MCCKLUKSIGANJ-TATISILWAI-NAMKOM.pdf,ST
10,Stoppage of 14545/46 Delhi-Saharanpur Express at Ailum,05.01.2024,CC-10-2024-STOP-AILUM%20(1).pdf,ST
9,Extension of 04 pairs of train service upto Dasapalla,04.01.2024,CC-09.pdf,EX
8,Stoppage of 22987/88 Agra Fort-Ajmer Express at Nadbai,04.01.2024,CC-08-2024-STOP-NADBAI%20(1).pdf,ST
7,Stoppage of 14813/14 Jodhpur-Bhopal Expess at Sureli,02.01.2024,CC-07.pdf,ST
6,Stoppage of 15231/32 Barauni-Gondia Express at Dalsingh Sarai and 15279/80 Saharsa-Anand Vihar (T) Poorabia Express at Mohiuddin Nagar,02.01.2024,CC-06.pdf,ST
5,Stoppage of 03293/94 Patna-Pt. Deen Dayal Upadhyaya MEMU & 03375/76 Buxar-Patna MEMU at Pali Halt,02.01.2024,CC-05.pdf,ST
4,Stoppage of 19715/16 Jaipur-Gomti Nagar Express at Kaimganj,02.01.2024,CC-04-2024-STOP-KAIMGANJ%20(1).pdf,ST
3,Stoppage of 14209/14210 Prayagraj  Sangam-Lucknow Express at Lalgopalganj and Garhi Manikpur,02.01.2024,CC-03-2024-STOP-LALGOPALGANJ-GARHI%20MANIKPUR%20(1).pdf,ST
2,Stoppage of 22511/12 Lokmanya Tilak (T)-Kamakhya Karmabhoomi Express at Kharsia,02.01.2024,CC-02.pdf,ST
1,Extension of 22940/39 Bilaspur-Hapa Express upto Okha,02.01.2024,CC-01-2024%20Extension%20of%2022940-39%20Bilaspur-Hapa%20Express%20upto%20Okha.pdf,EX
